Event_ID,Timestamp,Vehicle_Type,Speed_kmh,Latitude,Longitude,Event_Type,Severity,Traffic_Density
4993,2024-08-22 18:07:02,Bicycle,34,51.19757,71.462674,Normal,Low,3.42
4994,2024-08-22 18:29:43,Bicycle,74,51.108595,71.4799,Normal,Low,4.81
4995,2024-08-22 18:37:44,Bus,49,51.137126,71.410222,Normal,Low,9.98
4996,2024-08-22 18:38:18,Bus,6,51.10879,71.431197,Normal,Low,5.51
4997,2024-08-22 18:39:06,Motorcycle,6,51.088653,71.443158,Normal,Low,6.54
4998,2024-08-22 18:39:52,Bicycle,18,51.16202,71.514324,Normal,Low,5.45
4999,2024-08-22 18:52:02,Bus,17,51.164637,71.440608,Normal,Low,5.5
5000,2024-08-22 19:04:41,Bicycle,72,51.169383,71.441743,Normal,Low,4.99
5001,2024-08-22 19:26:12,Motorcycle,119,51.134175,71.519386,Congestion,Medium,64.89
5002,2024-08-22 19:41:13,Truck,58,51.13413,71.57528,Normal,Low,4.29
5003,2024-08-22 19:52:00,Motorcycle,75,51.130508,71.402331,Normal,Low,7.75
5004,2024-08-22 20:12:23,Car,74,51.147205,71.554425,Normal,Low,10.94
5005,2024-08-22 20:14:32,Car,96,51.146881,71.37704,Normal,Low,3.91
5006,2024-08-22 20:54:28,Motorcycle,81,51.13901,71.423592,Congestion,High,105.9
5007,2024-08-22 20:58:35,Bicycle,0,51.128607,71.502997,Normal,Low,16.55
5008,2024-08-22 21:09:32,Truck,110,51.12328,71.436999,Normal,Low,19.56
5009,2024-08-22 22:11:23,Car,86,51.12244,71.474736,Normal,Low,33.85
5010,2024-08-22 22:22:35,Car,80,51.120073,71.43569,Normal,Low,35.94
5011,2024-08-22 23:10:34,Bus,62,51.152065,71.540966,Normal,Low,49.63
5012,2024-08-22 23:46:56,Bus,55,51.131412,71.417905,Normal,Low,59.89
5013,2024-08-22 23:50:59,Bus,90,51.125079,71.468123,Normal,Low,60.78
5014,2024-08-23 00:06:07,Bus,1,51.169046,71.413001,Normal,Low,69.91
5015,2024-08-23 01:15:10,Bicycle,81,51.196129,71.464105,Normal,Low,76.83
5016,2024-08-23 01:38:24,Motorcycle,99,51.176848,71.419954,Normal,Low,85.64
5017,2024-08-23 01:39:09,Car,67,51.173845,71.43309,Normal,Low,84.94
5018,2024-08-23 02:19:43,Car,113,51.205374,71.409487,Normal,Low,78.88
5019,2024-08-23 02:32:12,Motorcycle,97,51.106842,71.448612,Normal,Low,85.17
5020,2024-08-23 02:40:21,Motorcycle,104,51.098013,71.506357,Normal,Low,85.5
5021,2024-08-23 03:12:57,Bicycle,70,51.148502,71.501619,Normal,Low,85.73
5022,2024-08-23 03:53:57,Car,97,51.155403,71.453409,Normal,Low,78.99
5023,2024-08-23 04:47:53,Bus,89,51.198721,71.330135,Sudden De-celeration,High,84.06
5024,2024-08-23 04:51:58,Truck,24,51.09829,71.439882,Normal,Low,73.44
5025,2024-08-23 04:54:47,Bicycle,0,51.096535,71.444621,Normal,Low,69.3
5026,2024-08-23 05:26:14,Bus,75,51.143199,71.420158,Normal,Low,63.74
5027,2024-08-23 06:04:03,Bus,80,51.14039,71.480553,Sudden De-celeration,High,92.21
5028,2024-08-23 07:36:50,Motorcycle,9,51.142502,71.424803,Normal,Low,56.17
5029,2024-08-23 08:06:15,Motorcycle,109,51.1462,71.411945,Normal,Low,61.6
5030,2024-08-23 08:26:44,Car,55,51.114081,71.505819,Normal,Low,55.19
5031,2024-08-23 08:28:55,Bus,43,51.205119,71.409283,Normal,Low,60.6
5032,2024-08-23 08:49:49,Bus,113,51.17715,71.422641,Normal,Low,61.85
5033,2024-08-23 09:00:28,Motorcycle,97,51.140381,71.432758,Normal,Low,57.32
5034,2024-08-23 09:08:09,Motorcycle,16,51.092745,71.409551,Normal,Low,60.78
5035,2024-08-23 09:12:27,Motorcycle,118,51.097875,71.411613,Normal,Low,59.28
5036,2024-08-23 09:15:05,Motorcycle,32,51.167057,71.477056,Normal,Low,64.46
5037,2024-08-23 09:16:19,Car,77,51.075182,71.474694,Congestion,High,135.59
5038,2024-08-23 09:19:15,Car,67,51.135365,71.422643,Normal,Low,60.5
5039,2024-08-23 09:29:44,Car,44,51.089268,71.438287,Normal,Low,63.57
5040,2024-08-23 09:34:04,Motorcycle,50,51.117625,71.396483,Normal,Low,58.51
5041,2024-08-23 09:36:01,Bus,84,51.193239,71.346884,Normal,Low,67.5
5042,2024-08-23 09:47:07,Motorcycle,23,51.137976,71.470845,Normal,Low,63.97
5043,2024-08-23 10:10:04,Bus,113,51.175103,71.451553,Normal,Low,63.2
5044,2024-08-23 10:25:00,Bus,72,51.100979,71.50721,Normal,Low,66.93
5045,2024-08-23 10:34:11,Car,119,51.114116,71.467796,Normal,Low,64.12
5046,2024-08-23 10:49:01,Motorcycle,36,51.163669,71.400198,Normal,Low,66.62
5047,2024-08-23 11:11:10,Bus,99,51.155967,71.530361,Normal,Low,68.2
5048,2024-08-23 11:12:48,Motorcycle,61,51.101158,71.418231,Normal,Low,66.76
5049,2024-08-23 11:58:35,Bus,97,51.107779,71.447448,Normal,Low,66.58
5050,2024-08-23 12:21:37,Car,22,51.16404,71.508974,Normal,Low,67.44
5051,2024-08-23 12:32:46,Truck,60,51.130953,71.448322,Normal,Low,66.56
5052,2024-08-23 12:48:11,Bus,97,51.188931,71.377309,Normal,Low,67.59
5053,2024-08-23 12:58:24,Car,116,51.120881,71.436103,Normal,Low,60.58
5054,2024-08-23 13:23:07,Bus,20,51.152733,71.537299,Normal,Low,61.25
5055,2024-08-23 13:36:00,Car,21,51.133082,71.435967,Normal,Low,56.74
5056,2024-08-23 14:25:14,Bicycle,89,51.148592,71.354543,Normal,Low,48.39
5057,2024-08-23 15:32:37,Truck,92,51.104184,71.432848,Normal,Low,32.85
5058,2024-08-23 15:40:06,Bicycle,51,51.1195,71.502476,Normal,Low,29.34
5059,2024-08-23 15:42:11,Truck,3,51.153824,71.505974,Normal,Low,27.23
5060,2024-08-23 15:44:33,Car,59,51.18343,71.376466,Normal,Low,31.81
5061,2024-08-23 16:32:39,Bicycle,17,51.093069,71.443729,Normal,Low,19.16
5062,2024-08-23 17:00:49,Motorcycle,28,51.173145,71.425139,Normal,Low,10.14
5063,2024-08-23 17:20:46,Truck,9,51.148769,71.354759,Normal,Low,12.67
5064,2024-08-23 17:49:34,Bus,89,51.097821,71.427861,Normal,Low,2.55
5065,2024-08-23 18:23:03,Bus,0,51.173474,71.404222,Normal,Low,4.1
5066,2024-08-23 18:43:24,Bus,63,51.191504,71.372216,Normal,Low,2.08
5067,2024-08-23 18:53:07,Car,7,51.19416,71.364194,Normal,Low,4.17
5068,2024-08-23 18:54:28,Motorcycle,28,51.125936,71.594557,Congestion,Medium,68.0
5069,2024-08-23 18:54:39,Bus,66,51.181807,71.481548,Normal,Low,3.12
5070,2024-08-23 18:57:08,Bus,50,51.078985,71.477458,Congestion,High,76.33
5071,2024-08-23 18:57:22,Truck,98,51.152664,71.508817,Normal,Low,3.44
5072,2024-08-23 19:57:05,Motorcycle,21,51.130101,71.404125,Normal,Low,0.87
5073,2024-08-23 20:06:05,Car,88,51.146102,71.40399,Normal,Low,4.44
5074,2024-08-23 20:33:12,Motorcycle,5,51.150211,71.426046,Normal,Low,10.77
5075,2024-08-23 20:49:11,Bus,65,51.123427,71.438173,Normal,Low,19.01
5076,2024-08-23 20:49:45,Truck,52,51.138542,71.465615,Normal,Low,10.89
5077,2024-08-23 21:14:41,Car,71,51.194635,71.397708,Normal,Low,25.22
5078,2024-08-23 22:29:48,Bicycle,43,51.10014,71.426823,Normal,Low,37.89
5079,2024-08-23 23:40:32,Motorcycle,43,51.147984,71.35035,Normal,Low,62.77
5080,2024-08-24 00:13:19,Bicycle,63,51.151719,71.532978,Normal,Low,67.77
5081,2024-08-24 00:27:34,Bicycle,89,51.118932,71.435408,Normal,Low,69.58
5082,2024-08-24 00:37:33,Bicycle,107,51.177622,71.472196,Normal,Low,73.46
5083,2024-08-24 02:09:06,Car,66,51.118064,71.466396,Normal,Low,82.69
5084,2024-08-24 03:33:21,Bus,102,51.109594,71.463024,Normal,Low,78.55
5085,2024-08-24 04:03:20,Truck,56,51.141584,71.519797,Normal,Low,80.16
5086,2024-08-24 04:23:24,Bus,60,51.14619,71.495122,Congestion,High,171.11
5087,2024-08-24 05:47:01,Bus,26,51.15129,71.499724,Normal,Low,64.02
5088,2024-08-24 06:11:34,Truck,14,51.185441,71.358316,Normal,Low,57.9
5089,2024-08-24 06:14:14,Motorcycle,103,51.146617,71.56097,Sudden De-celeration,High,97.95
5090,2024-08-24 06:33:18,Truck,25,51.137073,71.490168,Sudden De-celeration,Medium,73.0
5091,2024-08-24 06:46:04,Car,104,51.178294,71.423713,Normal,Low,61.08
5092,2024-08-24 07:23:25,Truck,9,51.114228,71.425756,Normal,Low,59.95
5093,2024-08-24 07:28:21,Car,2,51.143123,71.386166,Normal,Low,57.06
5094,2024-08-24 07:45:20,Bus,74,51.14732,71.39747,Normal,Low,57.15
5095,2024-08-24 07:56:27,Bus,9,51.168409,71.392334,Normal,Low,56.98
5096,2024-08-24 08:06:41,Truck,82,51.14604,71.405058,Normal,Low,63.09
5097,2024-08-24 08:12:20,Truck,11,51.157674,71.477637,Normal,Low,59.34
5098,2024-08-24 08:20:28,Car,68,51.17864,71.397588,Accident,High,105.7
5099,2024-08-24 08:23:30,Motorcycle,12,51.114542,71.423302,Congestion,High,127.73
5100,2024-08-24 08:50:21,Bicycle,96,51.120352,71.447872,Normal,Low,60.36
5101,2024-08-24 08:57:03,Car,72,51.182098,71.409353,Normal,Low,61.85
5102,2024-08-24 09:01:50,Bicycle,40,51.090924,71.409532,Accident,High,107.9
5103,2024-08-24 09:01:53,Motorcycle,13,51.198671,71.457896,Accident,High,95.78
5104,2024-08-24 09:06:40,Motorcycle,5,51.162052,71.53971,Normal,Low,61.03
5105,2024-08-24 09:08:39,Car,56,51.131447,71.506191,Normal,Low,65.32
5106,2024-08-24 09:13:55,Bus,120,51.20747,71.408752,Normal,Low,63.36
5107,2024-08-24 09:27:59,Bus,13,51.1857,71.357257,Normal,Low,64.18
5108,2024-08-24 09:35:52,Motorcycle,83,51.135812,71.543385,Normal,Low,65.63
5109,2024-08-24 09:36:59,Bicycle,113,51.148729,71.531259,Normal,Low,65.44
5110,2024-08-24 09:40:23,Truck,36,51.15153,71.542795,Normal,Low,67.61
5111,2024-08-24 09:45:19,Bus,100,51.158801,71.350777,Normal,Low,58.24
5112,2024-08-24 10:29:19,Bicycle,64,51.208093,71.395836,Congestion,High,162.63
5113,2024-08-24 11:12:54,Bicycle,103,51.127817,71.417469,Normal,Low,71.24
5114,2024-08-24 11:15:15,Truck,39,51.10867,71.482778,Normal,Low,71.01
5115,2024-08-24 11:15:24,Bus,30,51.188344,71.446909,Normal,Low,67.84
5116,2024-08-24 11:41:54,Motorcycle,30,51.107295,71.40909,Normal,Low,71.03
5117,2024-08-24 11:44:31,Motorcycle,48,51.117513,71.401483,Normal,Low,62.88
5118,2024-08-24 12:00:45,Bus,22,51.153892,71.487549,Normal,Low,65.5
5119,2024-08-24 12:16:59,Motorcycle,47,51.15896,71.348363,Normal,Low,63.9
5120,2024-08-24 12:31:04,Car,70,51.143,71.474584,Normal,Low,61.8
5121,2024-08-24 12:37:56,Car,38,51.149305,71.449464,Normal,Low,61.66
5122,2024-08-24 13:02:05,Car,60,51.168477,71.408274,Normal,Low,62.86
5123,2024-08-24 13:25:48,Motorcycle,109,51.172616,71.44071,Normal,Low,59.37
5124,2024-08-24 13:36:16,Truck,24,51.136141,71.540171,Normal,Low,56.6
5125,2024-08-24 15:06:49,Bus,97,51.149612,71.531585,Normal,Low,42.09
5126,2024-08-24 16:00:22,Motorcycle,91,51.18869,71.345071,Normal,Low,27.43
5127,2024-08-24 16:15:19,Motorcycle,107,51.191239,71.373492,Normal,Low,23.59
5128,2024-08-24 16:40:20,Truck,116,51.146722,71.412032,Normal,Low,13.28
5129,2024-08-24 17:06:24,Truck,93,51.171191,71.405545,Normal,Low,14.78
5130,2024-08-24 17:18:36,Truck,120,51.141578,71.380043,Normal,Low,5.04
5131,2024-08-24 17:29:15,Truck,30,51.192963,71.461401,Normal,Low,5.81
5132,2024-08-24 17:31:46,Car,115,51.134774,71.423652,Normal,Low,6.39
5133,2024-08-24 17:31:48,Truck,42,51.129848,71.4048,Normal,Low,10.6
5134,2024-08-24 17:33:41,Bicycle,18,51.136943,71.467173,Normal,Low,1.49
5135,2024-08-24 17:44:07,Bicycle,18,51.177325,71.424159,Normal,Low,6.09
5136,2024-08-24 17:46:51,Truck,74,51.120697,71.49479,Normal,Low,3.49
5137,2024-08-24 17:56:31,Bus,115,51.176124,71.41353,Normal,Low,7.6
5138,2024-08-24 17:57:13,Truck,90,51.17669,71.353353,Congestion,High,96.63
5139,2024-08-24 18:05:39,Bus,92,51.134714,71.426474,Normal,Low,4.65
5140,2024-08-24 18:10:21,Bicycle,112,51.199502,71.412886,Normal,Low,7.02
5141,2024-08-24 18:11:33,Truck,4,51.158141,71.437026,Normal,Low,9.09
5142,2024-08-24 18:13:32,Car,109,51.175938,71.477974,Normal,Low,9.37
5143,2024-08-24 18:18:28,Bicycle,32,51.123872,71.40338,Normal,Low,2.97
5144,2024-08-24 18:19:40,Motorcycle,44,51.136188,71.559924,Normal,Low,8.65
5145,2024-08-24 18:29:03,Bus,47,51.114646,71.411057,Normal,Low,3.96
5146,2024-08-24 18:32:48,Motorcycle,39,51.17032,71.492289,Normal,Low,5.8
5147,2024-08-24 18:40:53,Motorcycle,112,51.152146,71.492125,Normal,Low,0.78
5148,2024-08-24 18:50:28,Bicycle,58,51.123219,71.468704,Normal,Low,5.14
5149,2024-08-24 18:56:00,Motorcycle,21,51.121022,71.443571,Normal,Low,2.89
5150,2024-08-24 20:21:25,Bus,60,51.159432,71.520845,Normal,Low,4.89
5151,2024-08-24 20:59:54,Truck,52,51.145214,71.460873,Congestion,High,106.42
5152,2024-08-24 21:11:17,Truck,28,51.179641,71.380888,Normal,Low,16.57
5153,2024-08-24 22:28:31,Truck,102,51.125052,71.53797,Normal,Low,38.18
5154,2024-08-24 22:32:23,Truck,84,51.171376,71.371694,Normal,Low,42.23
5155,2024-08-24 22:41:25,Truck,76,51.171453,71.376175,Normal,Low,46.59
5156,2024-08-24 23:21:45,Car,6,51.091763,71.484791,Normal,Low,57.71
5157,2024-08-25 00:04:14,Bus,39,51.146063,71.461352,Normal,Low,66.88
5158,2024-08-25 00:09:16,Bicycle,78,51.188439,71.394078,Normal,Low,68.34
5159,2024-08-25 00:48:17,Bus,30,51.152375,71.434616,Normal,Low,78.77
5160,2024-08-25 00:50:59,Truck,5,51.128141,71.467211,Normal,Low,78.18
5161,2024-08-25 02:29:57,Bus,10,51.178308,71.386099,Normal,Low,81.77
5162,2024-08-25 03:12:13,Motorcycle,40,51.137462,71.506008,Normal,Low,83.86
5163,2024-08-25 03:24:16,Truck,69,51.138176,71.4011,Normal,Low,78.04
5164,2024-08-25 03:43:17,Car,90,51.112957,71.482414,Normal,Low,75.02
5165,2024-08-25 03:45:55,Bus,20,51.166982,71.44993,Normal,Low,74.62
5166,2024-08-25 05:04:57,Car,33,51.103232,71.454074,Normal,Low,64.83
5167,2024-08-25 05:29:08,Bus,100,51.12354,71.48656,Normal,Low,65.72
5168,2024-08-25 05:53:17,Bicycle,82,51.119986,71.473768,Normal,Low,60.87
5169,2024-08-25 06:43:12,Bus,66,51.189193,71.45472,Normal,Low,58.98
5170,2024-08-25 07:06:45,Motorcycle,92,51.117327,71.465735,Normal,Low,59.43
5171,2024-08-25 07:08:06,Motorcycle,6,51.122257,71.438925,Normal,Low,58.43
5172,2024-08-25 08:05:41,Bus,24,51.176961,71.344945,Normal,Low,61.96
5173,2024-08-25 08:09:34,Truck,52,51.149292,71.448983,Normal,Low,60.33
5174,2024-08-25 08:10:09,Motorcycle,23,51.120786,71.499875,Congestion,High,110.99
5175,2024-08-25 08:20:23,Car,21,51.123634,71.468588,Normal,Low,59.2
5176,2024-08-25 08:27:09,Truck,96,51.148308,71.447013,Normal,Low,54.74
5177,2024-08-25 08:34:36,Motorcycle,73,51.136375,71.416129,Normal,Low,60.42
5178,2024-08-25 08:35:40,Car,115,51.137427,71.403477,Congestion,High,154.81
5179,2024-08-25 08:56:33,Car,120,51.166724,71.539797,Normal,Low,62.61
5180,2024-08-25 09:08:05,Motorcycle,16,51.135015,71.398423,Normal,Low,62.65
5181,2024-08-25 09:11:34,Car,74,51.133401,71.433549,Normal,Low,61.52
5182,2024-08-25 09:22:28,Car,56,51.087596,71.433799,Normal,Low,56.9
5183,2024-08-25 09:25:08,Bicycle,109,51.16943,71.412877,Normal,Low,58.32
5184,2024-08-25 09:30:10,Bus,57,51.175615,71.397971,Normal,Low,58.27
5185,2024-08-25 09:32:34,Bicycle,38,51.096338,71.420615,Normal,Low,59.31
5186,2024-08-25 09:53:06,Truck,106,51.136024,71.550645,Normal,Low,68.49
5187,2024-08-25 09:56:43,Car,101,51.137375,71.478499,Normal,Low,65.29
5188,2024-08-25 09:58:37,Bicycle,57,51.158784,71.479835,Normal,Low,68.46
5189,2024-08-25 10:19:19,Motorcycle,68,51.101561,71.412153,Normal,Low,66.68
5190,2024-08-25 11:14:33,Bicycle,46,51.156025,71.455742,Normal,Low,65.26
5191,2024-08-25 11:25:51,Bicycle,71,51.160695,71.481645,Normal,Low,62.41
5192,2024-08-25 11:28:18,Bus,96,51.149293,71.424761,Normal,Low,68.55
5193,2024-08-25 11:41:35,Motorcycle,22,51.134312,71.42882,Normal,Low,67.81
5194,2024-08-25 11:43:13,Truck,23,51.115336,71.465305,Normal,Low,70.41
5195,2024-08-25 11:55:18,Truck,55,51.109173,71.436511,Congestion,High,139.92
5196,2024-08-25 11:58:11,Car,55,51.147794,71.520878,Accident,High,104.71
5197,2024-08-25 12:21:07,Bus,18,51.187119,71.528867,Normal,Low,63.39
5198,2024-08-25 12:39:38,Bicycle,65,51.144982,71.496147,Normal,Low,63.04
5199,2024-08-25 12:50:58,Bicycle,16,51.14488,71.379012,Normal,Low,59.39
5200,2024-08-25 14:04:32,Bus,81,51.192542,71.437456,Normal,Low,49.92
5201,2024-08-25 14:58:12,Motorcycle,70,51.127549,71.491664,Normal,Low,40.85
5202,2024-08-25 15:36:46,Motorcycle,19,51.187756,71.348875,Normal,Low,28.82
5203,2024-08-25 16:20:52,Bus,48,51.172921,71.404663,Normal,Low,24.25
5204,2024-08-25 16:34:09,Bus,8,51.175724,71.477337,Normal,Low,12.74
5205,2024-08-25 17:17:26,Car,77,51.173077,71.484783,Normal,Low,4.11
5206,2024-08-25 17:17:51,Truck,64,51.175808,71.41067,Normal,Low,5.06
5207,2024-08-25 17:26:59,Bus,98,51.13034,71.439882,Normal,Low,2.57
5208,2024-08-25 17:46:12,Truck,117,51.112064,71.477298,Normal,Low,2.21
5209,2024-08-25 17:53:17,Car,72,51.161491,71.43433,Normal,Low,7.64
5210,2024-08-25 17:53:23,Car,52,51.20297,71.446841,Accident,Medium,51.12
5211,2024-08-25 17:56:22,Truck,14,51.175306,71.484847,Normal,Low,1.75
5212,2024-08-25 18:27:53,Bicycle,89,51.120417,71.499366,Normal,Low,2.47
5213,2024-08-25 18:39:49,Car,74,51.096657,71.469604,Normal,Low,5.05
5214,2024-08-25 18:47:09,Motorcycle,54,51.146172,71.412154,Normal,Low,9.41
5215,2024-08-25 18:59:04,Truck,51,51.165991,71.475721,Normal,Low,1.72
5216,2024-08-25 19:31:09,Motorcycle,117,51.089667,71.436181,Normal,Low,7.42
5217,2024-08-25 19:34:46,Bicycle,34,51.1564,71.528874,Normal,Low,5.62
5218,2024-08-25 20:02:12,Truck,120,51.1065,71.458868,Normal,Low,6.11
5219,2024-08-25 20:31:50,Bus,58,51.186904,71.378732,Normal,Low,13.66
5220,2024-08-25 20:57:20,Bicycle,52,51.115768,71.439957,Normal,Low,16.65
5221,2024-08-25 21:44:29,Bicycle,92,51.200765,71.458747,Normal,Low,25.14
5222,2024-08-25 23:05:34,Motorcycle,52,51.171242,71.370577,Normal,Low,50.13
5223,2024-08-25 23:25:17,Bicycle,90,51.12545,71.590628,Normal,Low,56.21
5224,2024-08-25 23:35:38,Bus,51,51.130829,71.59511,Normal,Low,57.28
5225,2024-08-26 00:09:33,Bus,5,51.102281,71.457111,Normal,Low,71.48
5226,2024-08-26 01:55:39,Motorcycle,30,51.197284,71.420264,Normal,Low,81.23
5227,2024-08-26 02:09:27,Truck,37,51.11044,71.419001,Normal,Low,82.41
5228,2024-08-26 02:12:10,Motorcycle,116,51.210144,71.393896,Accident,High,120.72
5229,2024-08-26 02:27:00,Bus,57,51.164516,71.43529,Accident,High,110.84
5230,2024-08-26 03:12:24,Truck,111,51.144679,71.528667,Normal,Low,82.73
5231,2024-08-26 03:52:37,Motorcycle,73,51.130622,71.376837,Normal,Low,74.48
5232,2024-08-26 03:57:23,Bicycle,57,51.169803,71.524974,Normal,Low,78.97
5233,2024-08-26 04:14:09,Bicycle,33,51.190471,71.406971,Normal,Low,72.68
5234,2024-08-26 04:17:44,Truck,6,51.096187,71.404991,Normal,Low,78.47
5235,2024-08-26 04:39:53,Car,99,51.148594,71.487622,Normal,Low,69.33
5236,2024-08-26 04:40:04,Motorcycle,88,51.136731,71.536914,Normal,Low,68.95
5237,2024-08-26 04:48:39,Motorcycle,26,51.183449,71.35874,Normal,Low,68.41
5238,2024-08-26 05:39:53,Motorcycle,8,51.095466,71.425649,Normal,Low,64.0
5239,2024-08-26 06:13:02,Bicycle,79,51.137319,71.385318,Normal,Low,63.91
5240,2024-08-26 06:14:50,Truck,73,51.107087,71.499688,Sudden De-celeration,High,85.71
5241,2024-08-26 07:13:14,Bus,5,51.171575,71.48838,Normal,Low,53.71
5242,2024-08-26 07:24:16,Motorcycle,34,51.159265,71.491707,Normal,Low,58.46
5243,2024-08-26 07:58:25,Motorcycle,46,51.146856,71.419565,Normal,Low,61.88
5244,2024-08-26 08:25:35,Car,108,51.132968,71.43661,Normal,Low,60.59
5245,2024-08-26 08:42:08,Truck,7,51.152707,71.537555,Normal,Low,56.78
5246,2024-08-26 08:48:08,Car,30,51.163899,71.449501,Normal,Low,60.25
5247,2024-08-26 08:52:15,Bus,35,51.158422,71.475664,Normal,Low,62.96
5248,2024-08-26 08:58:04,Bus,76,51.139719,71.464756,Normal,Low,59.33
5249,2024-08-26 09:05:13,Truck,80,51.12847,71.465098,Normal,Low,60.73
5250,2024-08-26 09:18:23,Truck,44,51.138648,71.395718,Normal,Low,56.49
5251,2024-08-26 09:21:32,Car,104,51.145388,71.445094,Normal,Low,65.73
5252,2024-08-26 09:32:40,Bus,5,51.148851,71.480898,Normal,Low,63.26
5253,2024-08-26 09:34:56,Car,11,51.180117,71.372115,Accident,High,90.68
5254,2024-08-26 09:35:06,Bicycle,91,51.154948,71.4848,Normal,Low,66.35
5255,2024-08-26 09:37:20,Truck,74,51.180343,71.463766,Normal,Low,60.21
5256,2024-08-26 09:42:45,Truck,72,51.192973,71.461344,Normal,Low,67.06
5257,2024-08-26 09:43:32,Truck,52,51.151718,71.48091,Normal,Low,58.66
5258,2024-08-26 09:51:41,Truck,31,51.12141,71.511587,Normal,Low,63.98
5259,2024-08-26 11:01:07,Bus,79,51.133819,71.407202,Normal,Low,69.27
5260,2024-08-26 11:22:31,Truck,105,51.169281,71.407882,Normal,Low,64.46
5261,2024-08-26 11:49:51,Truck,82,51.178954,71.437008,Normal,Low,68.38
5262,2024-08-26 11:50:30,Bus,8,51.200353,71.411399,Normal,Low,64.22
5263,2024-08-26 12:03:21,Car,96,51.133778,71.49376,Normal,Low,65.71
5264,2024-08-26 12:48:22,Truck,113,51.177366,71.424539,Normal,Low,61.24
5265,2024-08-26 13:19:48,Bicycle,110,51.159377,71.461712,Normal,Low,60.59
5266,2024-08-26 14:36:30,Bus,100,51.129702,71.477977,Normal,Low,40.83
5267,2024-08-26 14:46:33,Bus,102,51.108456,71.480157,Accident,High,88.2
5268,2024-08-26 14:48:54,Bicycle,110,51.129051,71.497497,Normal,Low,41.49
5269,2024-08-26 15:14:32,Motorcycle,55,51.134654,71.426825,Normal,Low,31.15
5270,2024-08-26 16:32:58,Truck,5,51.141917,71.526522,Normal,Low,16.83
5271,2024-08-26 16:33:23,Motorcycle,119,51.134191,71.429503,Normal,Low,20.66
5272,2024-08-26 16:35:45,Truck,49,51.173803,71.454252,Congestion,High,105.87
5273,2024-08-26 16:45:12,Motorcycle,46,51.143215,71.431307,Normal,Low,10.32
5274,2024-08-26 16:48:26,Truck,71,51.12259,71.433484,Normal,Low,15.49
5275,2024-08-26 17:00:00,Bus,91,51.193708,71.424427,Normal,Low,10.4
5276,2024-08-26 17:03:48,Bus,26,51.19622,71.511394,Normal,Low,12.8
5277,2024-08-26 17:08:08,Bicycle,107,51.105311,71.430776,Normal,Low,14.83
5278,2024-08-26 17:09:00,Car,102,51.11919,71.492174,Normal,Low,11.77
5279,2024-08-26 17:24:24,Truck,19,51.150661,71.53237,Normal,Low,11.06
5280,2024-08-26 17:34:42,Bus,32,51.179641,71.488909,Normal,Low,3.73
5281,2024-08-26 17:34:48,Car,48,51.131135,71.483576,Normal,Low,2.99
5282,2024-08-26 17:51:26,Bicycle,22,51.109111,71.515745,Congestion,High,75.86
5283,2024-08-26 18:07:11,Bus,52,51.138296,71.388078,Sudden De-celeration,Low,33.52
5284,2024-08-26 18:12:02,Truck,117,51.15296,71.412398,Normal,Low,0.39
5285,2024-08-26 18:25:31,Motorcycle,5,51.169706,71.420436,Normal,Low,2.55
5286,2024-08-26 18:35:21,Bus,35,51.194938,71.332151,Normal,Low,1.65
5287,2024-08-26 18:41:45,Bicycle,28,51.147998,71.488145,Normal,Low,6.69
5288,2024-08-26 18:42:50,Bus,72,51.159022,71.348594,Normal,Low,3.01
5289,2024-08-26 18:43:44,Motorcycle,12,51.175719,71.436448,Normal,Low,3.97
5290,2024-08-26 18:45:13,Motorcycle,83,51.135906,71.540121,Normal,Low,1.54
5291,2024-08-26 18:56:56,Car,110,51.10504,71.451793,Normal,Low,4.33
5292,2024-08-26 18:57:59,Motorcycle,51,51.146436,71.507681,Normal,Low,5.36
5293,2024-08-26 18:58:48,Truck,3,51.173262,71.373616,Normal,Low,3.15
5294,2024-08-26 19:00:45,Bus,106,51.125507,71.467124,Normal,Low,9.77
5295,2024-08-26 19:10:40,Car,3,51.146659,71.401944,Normal,Low,5.95
5296,2024-08-26 19:30:34,Car,9,51.106875,71.459801,Normal,Low,7.94
5297,2024-08-26 20:04:31,Car,21,51.144687,71.495107,Normal,Low,8.84
5298,2024-08-26 20:09:39,Truck,119,51.143459,71.514892,Normal,Low,7.32
5299,2024-08-26 20:31:41,Motorcycle,22,51.195769,71.396477,Normal,Low,8.9
5300,2024-08-26 20:35:25,Truck,81,51.114372,71.46619,Normal,Low,11.99
5301,2024-08-26 20:53:11,Bus,31,51.152009,71.443088,Normal,Low,11.6
5302,2024-08-26 21:09:17,Motorcycle,112,51.152665,71.413182,Normal,Low,15.42
5303,2024-08-26 21:29:41,Car,12,51.130522,71.502346,Normal,Low,25.61
5304,2024-08-26 21:36:08,Car,72,51.182822,71.34009,Congestion,High,107.79
5305,2024-08-26 21:53:11,Car,5,51.153493,71.43499,Normal,Low,32.99
5306,2024-08-26 22:29:33,Bicycle,119,51.136915,71.410773,Normal,Low,47.06
5307,2024-08-26 23:12:16,Car,107,51.134213,71.408465,Normal,Low,52.44
5308,2024-08-26 23:43:55,Car,67,51.104491,71.509046,Normal,Low,67.26
5309,2024-08-26 23:47:30,Motorcycle,76,51.125665,71.413786,Normal,Low,62.04
